Date,Open,High,Low,Close,Adj Close,Volume
2016-06-01,13100.000000,13175.000000,13050.000000,13175.000000,12242.698242,16483600
2016-06-02,13100.000000,13200.000000,13075.000000,13150.000000,12219.466797,17749400
2016-06-03,13050.000000,13150.000000,13025.000000,13125.000000,12196.236328,10767900
2016-06-06,13125.000000,13200.000000,13075.000000,13125.000000,12196.236328,21180000
2016-06-07,13150.000000,13150.000000,13075.000000,13100.000000,12173.003906,17533100
2016-06-08,13075.000000,13125.000000,13000.000000,13100.000000,12173.003906,17915900
2016-06-09,13025.000000,13050.000000,12950.000000,13000.000000,12080.082031,13494900
2016-06-10,12975.000000,13000.000000,12900.000000,12925.000000,12010.389648,15585600
2016-06-13,12850.000000,12950.000000,12750.000000,12775.000000,11871.002930,15159700
2016-06-14,12700.000000,12850.000000,12675.000000,12850.000000,11940.695313,15724100
2016-06-15,12850.000000,12950.000000,12800.000000,12925.000000,12010.389648,7102500
2016-06-16,12950.000000,13025.000000,12925.000000,13000.000000,12080.082031,9932200
2016-06-17,13000.000000,13025.000000,12850.000000,12900.000000,11987.158203,12140400
2016-06-20,12900.000000,12950.000000,12725.000000,12825.000000,11917.464844,9253400
2016-06-21,12825.000000,12900.000000,12725.000000,12825.000000,11917.464844,17942400
2016-06-22,12825.000000,13075.000000,12825.000000,12900.000000,11987.158203,12033200
2016-06-23,12900.000000,13025.000000,12850.000000,12950.000000,12033.620117,6050400
2016-06-24,12875.000000,12950.000000,12625.000000,12775.000000,11871.002930,17376700
2016-06-27,12650.000000,12825.000000,12650.000000,12800.000000,11894.234375,8863200
2016-06-28,12825.000000,13125.000000,12825.000000,13025.000000,12103.313477,24371200
2016-06-29,13150.000000,13300.000000,13150.000000,13300.000000,12358.851563,40029400
2016-06-30,13400.000000,13450.000000,13275.000000,13325.000000,12382.081055,37354100
2016-07-01,13375.000000,13475.000000,13200.000000,13225.000000,12289.159180,25339100
2016-07-11,13350.000000,13600.000000,13250.000000,13500.000000,12544.700195,39414600
2016-07-12,13600.000000,13875.000000,13550.000000,13750.000000,12777.008789,38128400
2016-07-13,13800.000000,13825.000000,13750.000000,13800.000000,12823.470703,27706100
2016-07-14,13900.000000,13950.000000,13825.000000,13850.000000,12869.932617,29678800
2016-07-15,13825.000000,14025.000000,13825.000000,14000.000000,13009.318359,39178600
2016-07-18,13900.000000,14000.000000,13825.000000,13950.000000,12962.857422,23204600
2016-07-19,14000.000000,14325.000000,14000.000000,14300.000000,13288.087891,39133100
2016-07-20,14350.000000,14475.000000,14325.000000,14450.000000,13427.475586,28429800
2016-07-21,14525.000000,14675.000000,14500.000000,14550.000000,13520.398438,40574300
2016-07-22,14500.000000,14600.000000,14250.000000,14525.000000,13497.166992,22301400
2016-07-25,14525.000000,14575.000000,14375.000000,14500.000000,13473.935547,22286900
2016-07-26,14525.000000,14525.000000,14200.000000,14350.000000,13334.550781,27623600
2016-07-27,14425.000000,14650.000000,14400.000000,14550.000000,13520.398438,41639700
2016-07-28,14500.000000,14500.000000,14300.000000,14425.000000,13404.244141,18934000
2016-07-29,14500.000000,14625.000000,14450.000000,14450.000000,13427.475586,23134800
2016-08-01,14375.000000,14975.000000,14375.000000,14875.000000,13822.400391,44218200
2016-08-02,14875.000000,15000.000000,14825.000000,15000.000000,13938.554688,31775000
2016-08-03,15000.000000,15050.000000,14925.000000,14975.000000,13915.325195,23072700
2016-08-04,15000.000000,15075.000000,14975.000000,15000.000000,13938.554688,26371900
2016-08-05,15050.000000,15250.000000,15000.000000,15100.000000,14031.478516,35188700
2016-08-08,15150.000000,15300.000000,14975.000000,15100.000000,14031.478516,15834800
2016-08-09,15100.000000,15100.000000,14950.000000,15000.000000,13938.554688,19340400
2016-08-10,15000.000000,15000.000000,14850.000000,14950.000000,13892.093750,12976700
2016-08-11,15100.000000,15100.000000,14900.000000,14950.000000,13892.093750,21575300
2016-08-12,15025.000000,15225.000000,14950.000000,15000.000000,13938.554688,26296900
2016-08-15,15150.000000,15225.000000,15000.000000,15050.000000,13985.017578,20806900
2016-08-16,15200.000000,15200.000000,15100.000000,15125.000000,14054.710938,12040100
2016-08-18,15125.000000,15300.000000,15125.000000,15200.000000,14124.402344,37250900
2016-08-19,15400.000000,15450.000000,15250.000000,15300.000000,14217.326172,33880700
2016-08-22,15400.000000,15400.000000,15275.000000,15300.000000,14217.326172,22093700
2016-08-23,15500.000000,15500.000000,15100.000000,15275.000000,14194.094727,15340900
2016-08-24,15300.000000,15350.000000,15275.000000,15300.000000,14217.326172,22283200
2016-08-25,15350.000000,15350.000000,14975.000000,15250.000000,14170.865234,14341000
2016-08-26,15250.000000,15250.000000,15150.000000,15200.000000,14124.402344,9757100
2016-08-29,15225.000000,15225.000000,14950.000000,15025.000000,13961.787109,8180800
2016-08-30,15025.000000,15025.000000,14950.000000,15000.000000,13938.554688,14149900
2016-08-31,14850.000000,15175.000000,14850.000000,15050.000000,13985.017578,33831000
2016-09-01,14850.000000,15075.000000,14850.000000,15000.000000,13938.554688,11245900
2016-09-02,15050.000000,15300.000000,14975.000000,15000.000000,13938.554688,12695600
2016-09-05,15275.000000,15275.000000,14975.000000,15000.000000,13938.554688,14888800
2016-09-06,15050.000000,15100.000000,14950.000000,15025.000000,13961.787109,14175300
2016-09-07,15300.000000,15300.000000,15100.000000,15200.000000,14124.402344,27420600
2016-09-08,15300.000000,15300.000000,15150.000000,15175.000000,14101.170898,17693500
2016-09-09,15175.000000,15175.000000,14975.000000,15050.000000,13985.017578,17352800
2016-09-13,15050.000000,15100.000000,14850.000000,15025.000000,13961.787109,21767000
2016-09-14,14950.000000,15000.000000,14800.000000,14975.000000,13915.325195,18580800
2016-09-15,15200.000000,15300.000000,14975.000000,15100.000000,14031.478516,31942600
2016-09-16,15100.000000,15225.000000,15000.000000,15100.000000,14031.478516,30295400
2016-09-19,15250.000000,15275.000000,15100.000000,15250.000000,14170.865234,14136800
2016-09-20,15200.000000,15275.000000,15100.000000,15100.000000,14031.478516,14945300
2016-09-21,15100.000000,15225.000000,15075.000000,15175.000000,14101.170898,18673400
2016-09-22,15350.000000,15600.000000,15325.000000,15350.000000,14263.788086,22554500
2016-09-23,15475.000000,15600.000000,15375.000000,15475.000000,14379.943359,22251800
2016-09-26,15475.000000,15475.000000,15250.000000,15350.000000,14263.788086,11217500
2016-09-27,15100.000000,16000.000000,15000.000000,16000.000000,14867.792969,24297200
2016-09-28,15575.000000,15675.000000,15400.000000,15425.000000,14333.482422,20852400
2016-09-29,15500.000000,15900.000000,15500.000000,15725.000000,14612.251953,26396600
2016-09-30,15975.000000,16000.000000,15500.000000,15700.000000,14589.021484,29338900
2016-10-03,15950.000000,16200.000000,15950.000000,15975.000000,14844.561523,15743000
2016-10-04,16200.000000,16200.000000,15900.000000,15950.000000,14821.330078,16257000
2016-10-05,15750.000000,16000.000000,15750.000000,15800.000000,14681.944336,12673500
2016-10-06,16000.000000,16050.000000,15750.000000,15775.000000,14658.713867,11664900
2016-10-07,16000.000000,16000.000000,15750.000000,15800.000000,14681.944336,9201300
2016-10-10,15700.000000,15925.000000,15650.000000,15700.000000,14589.021484,4991800
2016-10-11,15925.000000,15925.000000,15725.000000,15800.000000,14681.944336,14435300
2016-10-12,15800.000000,15850.000000,15375.000000,15600.000000,14496.096680,15787200
2016-10-13,15600.000000,15675.000000,15350.000000,15450.000000,14356.711914,11549000
2016-10-14,15475.000000,16050.000000,15375.000000,15800.000000,14681.944336,21454300
2016-10-17,15800.000000,15925.000000,15800.000000,15900.000000,14774.869141,22926100
2016-10-18,16000.000000,16075.000000,15950.000000,16050.000000,14914.252930,32105200
2016-10-19,15975.000000,16150.000000,15825.000000,15975.000000,14844.561523,8749600
2016-10-20,15850.000000,15950.000000,15750.000000,15750.000000,14635.483398,7799200
2016-10-21,15850.000000,15850.000000,15775.000000,15800.000000,14681.944336,10536200
2016-10-24,15875.000000,15875.000000,15550.000000,15675.000000,14565.790039,12907900
2016-10-25,15625.000000,15700.000000,15475.000000,15500.000000,14403.172852,21133200
2016-10-26,15600.000000,15600.000000,15475.000000,15500.000000,14403.172852,12330700
2016-10-27,15500.000000,15575.000000,15475.000000,15525.000000,14426.405273,15933400
2016-10-28,15525.000000,15600.000000,15425.000000,15600.000000,14496.096680,14421000
2016-10-31,15500.000000,15600.000000,15425.000000,15525.000000,14426.405273,13108700
2016-11-01,15500.000000,15650.000000,15450.000000,15450.000000,14356.711914,15531500
2016-11-02,15450.000000,15525.000000,15325.000000,15475.000000,14379.943359,20289200
2016-11-03,15500.000000,15500.000000,15300.000000,15425.000000,14333.482422,13691000
2016-11-04,15350.000000,15500.000000,15300.000000,15500.000000,14403.172852,12436500
2016-11-07,15250.000000,15525.000000,15100.000000,15400.000000,14310.249023,22099400
2016-11-08,15400.000000,15600.000000,15400.000000,15500.000000,14403.172852,21302900
2016-11-09,15500.000000,15575.000000,15250.000000,15300.000000,14217.326172,25375000
2016-11-10,15300.000000,15425.000000,15225.000000,15225.000000,14147.633789,13976500
2016-11-11,15000.000000,15000.000000,14500.000000,14675.000000,13636.552734,44513300
2016-11-14,14400.000000,14400.000000,13950.000000,14375.000000,13357.780273,31337800
2016-11-15,14300.000000,14875.000000,14100.000000,14550.000000,13520.398438,27094900
2016-11-16,14575.000000,14925.000000,14575.000000,14725.000000,13683.014648,25807100
2016-11-17,14750.000000,14850.000000,14700.000000,14750.000000,13706.246094,24099800
2016-11-18,14700.000000,14750.000000,14625.000000,14725.000000,13683.014648,16140300
2016-11-21,14700.000000,14775.000000,14625.000000,14725.000000,13683.014648,17475000
2016-11-22,14500.000000,14725.000000,14500.000000,14650.000000,13613.324219,25863400
2016-11-23,14650.000000,14750.000000,14625.000000,14700.000000,13659.785156,10228700
2016-11-24,14500.000000,14700.000000,14400.000000,14550.000000,13520.398438,16662600
2016-11-25,14500.000000,14550.000000,14450.000000,14525.000000,13497.166992,14252500
2016-11-28,14450.000000,14525.000000,14325.000000,14375.000000,13357.780273,15157200
2016-11-29,14325.000000,14425.000000,14125.000000,14350.000000,13334.550781,20393800
2016-11-30,14350.000000,14400.000000,14275.000000,14300.000000,13288.087891,32615700
2016-12-01,14300.000000,14575.000000,14275.000000,14500.000000,13540.215820,21425500
2016-12-02,14650.000000,15125.000000,14575.000000,14675.000000,13703.633789,27482300
2016-12-05,14675.000000,14825.000000,14500.000000,14650.000000,13680.289063,12975800
2016-12-06,14700.000000,14750.000000,14600.000000,14675.000000,13703.633789,11801900
2016-12-07,14700.000000,14725.000000,14600.000000,14650.000000,13680.289063,13904900
2016-12-08,14500.000000,14875.000000,14500.000000,14700.000000,13726.979492,24359100
2016-12-09,14800.000000,14800.000000,14650.000000,14700.000000,13726.979492,17319200
2016-12-13,14675.000000,14775.000000,14500.000000,14700.000000,13726.979492,24272000
2016-12-14,14700.000000,15000.000000,14700.000000,14750.000000,13773.669922,25671200
2016-12-15,14725.000000,14825.000000,14700.000000,14775.000000,13797.014648,25083400
2016-12-16,14700.000000,15000.000000,14650.000000,14800.000000,13820.359375,21125700
2016-12-19,14500.000000,14825.000000,14500.000000,14725.000000,13750.323242,10731600
2016-12-20,14550.000000,14800.000000,14550.000000,14775.000000,13797.014648,7429000
2016-12-21,14800.000000,14800.000000,14625.000000,14675.000000,13703.633789,19433000
2016-12-22,14500.000000,14575.000000,14400.000000,14550.000000,13586.907227,15154600
2016-12-23,14400.000000,14600.000000,14275.000000,14450.000000,13493.527344,14731300
2016-12-27,14300.000000,14850.000000,14125.000000,14800.000000,13820.359375,8349800
2016-12-28,14900.000000,15025.000000,14725.000000,14725.000000,13750.323242,14019600
2016-12-29,14800.000000,15425.000000,14725.000000,15350.000000,14333.955078,24463300
2016-12-30,15350.000000,15550.000000,15325.000000,15500.000000,14474.025391,47100100
2017-01-02,15500.000000,15500.000000,15500.000000,15500.000000,14474.025391,0
2017-01-03,15500.000000,15775.000000,15225.000000,15775.000000,14730.822266,9349600
2017-01-04,15850.000000,15875.000000,15650.000000,15700.000000,14660.786133,17043300
2017-01-05,15700.000000,15775.000000,15625.000000,15675.000000,14637.442383,19581800
2017-01-06,15450.000000,15700.000000,15450.000000,15600.000000,14567.405273,7320600
2017-01-09,15550.000000,15600.000000,15150.000000,15350.000000,14333.955078,17617500
2017-01-10,15450.000000,15500.000000,15325.000000,15400.000000,14380.643555,10400900
2017-01-11,15550.000000,15575.000000,15300.000000,15300.000000,14287.262695,8754500
2017-01-12,15300.000000,15450.000000,15275.000000,15325.000000,14310.607422,6156200
2017-01-13,15200.000000,15575.000000,15200.000000,15275.000000,14263.918945,13902500
2017-01-16,15200.000000,15250.000000,15000.000000,15175.000000,14170.537109,12407900
2017-01-17,15175.000000,15250.000000,15150.000000,15175.000000,14170.537109,4473700
2017-01-18,15275.000000,15300.000000,15150.000000,15300.000000,14287.262695,18682100
2017-01-19,15350.000000,15400.000000,15250.000000,15375.000000,14357.298828,6872100
2017-01-20,15250.000000,15275.000000,15050.000000,15250.000000,14240.573242,8848500
2017-01-23,15200.000000,15300.000000,15050.000000,15050.000000,14053.812500,4392400
2017-01-24,15200.000000,15250.000000,15050.000000,15050.000000,14053.812500,7250200
2017-01-25,15275.000000,15275.000000,14950.000000,14950.000000,13960.430664,6632300
2017-01-26,15000.000000,15425.000000,15000.000000,15300.000000,14287.262695,10721200
2017-01-27,15150.000000,15550.000000,15150.000000,15400.000000,14380.643555,7511100
2017-01-30,15575.000000,15575.000000,15325.000000,15450.000000,14427.334961,6734600
2017-01-31,15300.000000,15550.000000,15250.000000,15300.000000,14287.262695,7389300
2017-02-01,15500.000000,15500.000000,15425.000000,15425.000000,14403.990234,8671800
2017-02-02,15325.000000,15475.000000,15275.000000,15450.000000,14427.334961,12316800
2017-02-03,15450.000000,15500.000000,15425.000000,15475.000000,14450.679688,8950800
2017-02-06,15575.000000,15675.000000,15500.000000,15600.000000,14567.405273,12655000
2017-02-07,15425.000000,15625.000000,15425.000000,15625.000000,14590.750977,9574700
2017-02-08,15625.000000,15650.000000,15525.000000,15600.000000,14567.405273,14793600
2017-02-09,15600.000000,15650.000000,15600.000000,15625.000000,14590.750977,26961300
2017-02-10,15625.000000,15700.000000,15000.000000,15000.000000,14007.122070,16584200
2017-02-13,15500.000000,15650.000000,15350.000000,15525.000000,14497.370117,19755100
2017-02-14,15450.000000,15550.000000,15375.000000,15500.000000,14474.025391,13698400
2017-02-15,15500.000000,15500.000000,15500.000000,15500.000000,14474.025391,0
2017-02-16,15600.000000,15600.000000,15375.000000,15500.000000,14474.025391,21986900
2017-02-17,15450.000000,15575.000000,15350.000000,15475.000000,14450.679688,10822300
2017-02-20,15600.000000,15600.000000,15400.000000,15450.000000,14427.334961,9845000
2017-02-21,15400.000000,15525.000000,15400.000000,15500.000000,14474.025391,9403300
2017-02-22,15400.000000,15575.000000,15400.000000,15500.000000,14474.025391,9553500
2017-02-23,15400.000000,15575.000000,15400.000000,15500.000000,14474.025391,16331100
2017-02-24,15525.000000,15600.000000,15500.000000,15500.000000,14474.025391,6656100
2017-02-27,15500.000000,15525.000000,15400.000000,15500.000000,14474.025391,5723600
2017-02-28,15500.000000,15550.000000,15400.000000,15450.000000,14427.334961,22036900
2017-03-01,15400.000000,15525.000000,15400.000000,15500.000000,14474.025391,20441800
2017-03-02,15650.000000,15675.000000,15475.000000,15500.000000,14474.025391,15661900
2017-03-03,15450.000000,15550.000000,15425.000000,15475.000000,14450.679688,17690800
2017-03-06,15400.000000,15475.000000,15350.000000,15475.000000,14450.679688,8932300
2017-03-07,15400.000000,15500.000000,15400.000000,15450.000000,14427.334961,10516400
2017-03-08,15500.000000,15525.000000,15450.000000,15500.000000,14474.025391,17478300
2017-03-09,15625.000000,15700.000000,15500.000000,15625.000000,14590.750977,9464400
2017-03-10,15700.000000,15700.000000,15475.000000,15625.000000,14590.750977,6877200
2017-03-13,15600.000000,15650.000000,15475.000000,15550.000000,14520.715820,4986600
2017-03-14,15700.000000,15900.000000,15650.000000,15675.000000,14637.442383,12445000
2017-03-15,15775.000000,15775.000000,15525.000000,15650.000000,14614.097656,14057200
2017-03-16,15900.000000,16000.000000,15800.000000,15875.000000,14824.204102,37204300
2017-03-17,16000.000000,16200.000000,15875.000000,15950.000000,14894.240234,44761700
2017-03-20,16100.000000,16225.000000,15950.000000,16075.000000,15010.963867,38255300
2017-03-21,16225.000000,16275.000000,16150.000000,16250.000000,15174.381836,26646300
2017-03-22,16050.000000,16350.000000,16050.000000,16325.000000,15244.416992,35764200
2017-03-23,16400.000000,16750.000000,16375.000000,16600.000000,15501.214844,39154800
2017-03-24,16800.000000,16800.000000,16450.000000,16550.000000,15454.524414,17280600
2017-03-27,16550.000000,16625.000000,16500.000000,16550.000000,15454.524414,14904800
2017-03-29,16675.000000,16825.000000,16625.000000,16700.000000,15594.594727,22529100
2017-03-30,16825.000000,16875.000000,16700.000000,16825.000000,15711.319336,19297600
2017-03-31,16825.000000,17000.000000,16550.000000,16550.000000,15454.524414,16328500
2017-04-03,16575.000000,16950.000000,16575.000000,16575.000000,15477.869141,37377800
2017-04-04,16750.000000,16900.000000,16650.000000,16750.000000,15641.284180,14819300
2017-04-05,16750.000000,16750.000000,16750.000000,16750.000000,15641.284180,0
2017-04-06,17200.000000,17375.000000,17200.000000,17325.000000,16178.226563,23406900
2017-04-07,17475.000000,17475.000000,17200.000000,17350.000000,16201.569336,26667400
2017-04-10,17625.000000,17750.000000,17250.000000,17350.000000,16201.569336,15961100
2017-04-11,17500.000000,17600.000000,17250.000000,17450.000000,16294.952148,17740400
2017-04-12,17450.000000,17700.000000,17425.000000,17650.000000,16481.712891,11365100
2017-04-13,17700.000000,17700.000000,17200.000000,17350.000000,16201.569336,10557200
2017-04-17,17350.000000,17350.000000,16700.000000,16925.000000,15924.017578,18796800
2017-04-18,16975.000000,17050.000000,16850.000000,16925.000000,15924.017578,20443900
2017-04-19,16925.000000,16925.000000,16925.000000,16925.000000,15924.017578,0
2017-04-20,17200.000000,17650.000000,17125.000000,17325.000000,16300.361328,29369300
2017-04-21,17075.000000,17500.000000,17025.000000,17475.000000,16441.492188,17331100
2017-04-25,17650.000000,17650.000000,17300.000000,17400.000000,16370.923828,22236100
2017-04-26,17650.000000,18000.000000,17300.000000,18000.000000,16935.441406,16433200
2017-04-27,17400.000000,17625.000000,17400.000000,17525.000000,16488.533203,13663300
2017-04-28,17525.000000,17775.000000,17525.000000,17750.000000,16700.224609,13794200
2017-05-02,17750.000000,17950.000000,17750.000000,17900.000000,16841.351563,27694600
2017-05-03,17800.000000,17850.000000,17750.000000,17750.000000,16700.224609,8704300
2017-05-04,17800.000000,18000.000000,17775.000000,17825.000000,16770.791016,24610100
2017-05-05,17750.000000,17825.000000,17575.000000,17775.000000,16723.746094,6716700
2017-05-08,17875.000000,18150.000000,17825.000000,17950.000000,16888.396484,12808500
2017-05-09,18300.000000,18350.000000,17850.000000,18000.000000,16935.441406,10029700
2017-05-10,17750.000000,18075.000000,17750.000000,17925.000000,16864.876953,15784400
2017-05-12,18525.000000,18550.000000,17850.000000,18000.000000,16935.441406,28399300
2017-05-15,18000.000000,18250.000000,18000.000000,18250.000000,17170.652344,8258100
2017-05-16,17900.000000,17950.000000,17225.000000,17400.000000,16370.923828,47554900
2017-05-17,17400.000000,17425.000000,16925.000000,16950.000000,15947.538086,33357200
2017-05-18,16800.000000,17450.000000,16800.000000,17400.000000,16370.923828,40627300
